240	Bond Bridge	GOODROD:116|LAND:16,17,43,44,48,52,53,54|OLDROD:129|SUPERROD:54,116,117,130|SURFING:72,73
241	Three Isle Port	LAND:206
246	Resort Gorgeous	GOODROD:116,129|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73,187
247	Water Labyrinth	GOODROD:116,129|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73,187
248	Five Isle Meadow	GOODROD:116,129|LAND:16,17,52,53,54,161,187|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73,187
249	Memorial Pillar	GOODROD:116,129|LAND:187|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73,187
250	Outcast Island	GOODROD:116,129|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73
251	Green Path	GOODROD:116,129|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73
252	Water Path	GOODROD:116,129|LAND:21,22,43,44,52,53,54,161|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73
253	Ruin Valley	GOODROD:60,118,129|LAND:21,22,52,53,54,177,193,194,202|OLDROD:129|SUPERROD:54,60,61,130|SURFING:194
254	Trainer Tower	GOODROD:116,129|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73
255	Canyon Entrance	LAND:21,22,52,53,54,161,231
256	Sevault Canyon	LAND:22,52,53,74,95,104,105,231,246|ROCKSMASH:74,75
257	Tanoby Ruins	GOODROD:116,129|OLDROD:129|SUPERROD:54,116,117,130,211|SURFING:72,73
270	Berry Forest	GOODROD:60,118,129|LAND:16,17,43,44,48,49,54,96,97,102|OLDROD:129|SUPERROD:54,118,119,130|SURFING:54,55
271	One Island PC	
280	Mt. Ember Base	LAND:21,22,66,74,77,78|ROCKSMASH:74,75
281	Mt. Ember Summit	STATIC:146
282	Summit Path 1F	LAND:66,74
283	Summit Path 2F	LAND:66,67,74|ROCKSMASH:74,75
284	Summit Path 3F	LAND:66,74
285	Ruby Path 1F	LAND:66,67,74|ROCKSMASH:74,75
286	Ruby Path B1F- a	LAND:74,218|ROCKSMASH:74,75
287	Ruby Path B2F- a	LAND:74,218|ROCKSMASH:74,75
288	Ruby Path B3F	LAND:218|ROCKSMASH:218,219
289	Ruby Path B1F- b	LAND:74,218|ROCKSMASH:74,75
290	Ruby Path B2F- b	LAND:74,218|ROCKSMASH:74,75
292	Rocket Warehouse	
293	Icefall Cave Entrance	GOODROD:60,118,129|LAND:41,42,54,86,87|OLDROD:129|SUPERROD:54,60,61,130|SURFING:54,86,87,194
294	Icefall Cave 1F	LAND:41,42,86,220,225
295	Icefall Cave B1F	LAND:41,42,86,220,225
296	Icefall Cave Back	GOODROD:116,129|LAND:41,42,54,86,87|OLDROD:129|SUPERROD:54,90,116,117,130|SURFING:72,73,131
298	Trainer Tower 1F	
299	Trainer Tower 2F	
300	Trainer Tower 3F	
301	Trainer Tower 4F	
302	Trainer Tower 5F	
303	Trainer Tower 6F	
304	Trainer Tower 7F	
305	Trainer Tower 8F	
317	Pattern Bush	LAND:10,11,13,14,165,167,214
321	Lost Cave Room 1	LAND:41,42,92,93,198
322	Lost Cave Room 2	LAND:41,42,92,93,198
323	Lost Cave Room 3	LAND:41,42,92,93,198
324	Lost Cave Room 4	LAND:41,42,92,93,198
325	Lost Cave Room 5	LAND:41,42,92,93,198
326	Lost Cave Room 6	LAND:41,42,92,93,198
327	Lost Cave Room 7	LAND:41,42,92,93,198
328	Lost Cave Room 8	LAND:41,42,92,93,198
329	Lost Cave Room 9	LAND:41,42,92,93,198
330	Lost Cave Room 10	LAND:41,42,92,93,198
331	Lost Cave Room 11	LAND:41,42,92,93,198
332	Lost Cave Room 12	LAND:41,42,92,93,198
333	Lost Cave Room 13	LAND:41,42,92,93,198
334	Lost Cave Room 14	LAND:41,42,92,93,198
335	Monean Chamber	LAND:201
336	Liptoo Chamber	LAND:201
337	Weepth Chamber	LAND:201
338	Dilford Chamber	LAND:201
339	Scufib Chamber	LAND:201
340	Altering Cave	LAND:41
342	Birth Island	STATIC:386
345	Navel Rock Summit	STATIC:250
346	Navel Rock Base	STATIC:249
362	Rixy Chamber	LAND:201
363	Viapois Chamber	LAND:201
