167	Spinarak	22	8.5
168	Ariados		33.5
169	Crobat		75.0
170	Chinchou	27	12.0
171	Lanturn		22.5
172	Pichu	FRIEND	2.0
173	Cleffa	FRIEND	3.0
174	Igglybuff	FRIEND	1.0
175	Togepi	FRIEND	1.5
176	Togetic		3.2
177	Natu	25	2.0
178	Xatu		15.0
179	Mareep	15	7.8
180	Flaaffy	30	13.3
181	Ampharos		61.5
182	Bellossom		5.8
183	Marill	18	8.5
184	Azumarill		28.5
185	Sudowoodo		38.0
186	Politoed		33.9
187	Hoppip	18	0.5
188	Skiploom	27	1.0
189	Jumpluff		3.0
190	Aipom		11.5
191	Sunkern	SUN	1.8
192	Sunflora		8.5
193	Yanma		38.0
194	Wooper	20	8.5
195	Quagsire		75.0
196	Espeon		26.5
197	Umbreon		27.0
198	Murkrow		2.1
199	Slowking		79.5
200	Misdreavus		1.0
201	Unown		5.0
202	Wobbuffet		28.5
203	Girafarig		41.5
204	Pineco	31	7.2
205	Forretress		125.8
206	Dunsparce		14.0
207	Gligar		64.8
208	Steelix		400.0
209	Snubbull	23	7.8
210	Granbull		48.7
211	Qwilfish		3.9
212	Scizor		118.0
213	Shuckle		20.5
214	Heracross		54.0
215	Sneasel		28.0
216	Teddiursa	30	8.8
217	Ursaring		125.8
218	Slugma	38	35.0
219	Magcargo		55.0
220	Swinub	33	6.5
221	Piloswine		55.8
222	Corsola		5.0
223	Remoraid	25	12.0
224	Octillery		28.5
225	Delibird		16.0
226	Mantine		220.0
227	Skarmory		50.5
228	Houndour	24	10.8
229	Houndoom		35.0
230	Kingdra		152.0
231	Phanpy	25	33.5
232	Donphan		120.0
233	Porygon2		32.5
234	Stantler		71.2
235	Smeargle		58.0
236	Tyrogue	20	21.0
237	Hitmontop		48.0
238	Smoochum	30	6.0
239	Elekid	30	23.5
240	Magby	30	21.4
241	Miltank		75.5
242	Blissey		46.8
243	Raikou		178.0
244	Entei		198.0
245	Suicune		187.0
246	Larvitar	30	72.0
247	Pupitar	55	152.0
248	Tyranitar		202.0
249	Lugia		216.0
250	Ho-Oh		199.0
251	Celebi		5.0
252	none		0.0
253	none		0.0
254	none		0.0
255	none		0.0
256	none		0.0
257	none		0.0
258	none		0.0
259	none		0.0
260	none		0.0
261	none		0.0
262	none		0.0
263	none		0.0
264	none		0.0
265	none		0.0
266	none		0.0
267	none		0.0
268	none		0.0
269	none		0.0
270	none		0.0
271	none		0.0
272	none		0.0
273	none		0.0
274	none		0.0
275	none		0.0
276	none		0.0
277	Treecko	16	5.0
278	Grovyle	36	21.6
279	Sceptile		52.2
280	Torchic	16	2.5
281	Combusken	36	19.5
282	Blaziken		52.0
283	Mudkip	16	7.6
284	Marshtomp	36	28.0
285	Swampert		81.9
286	Poochyena	18	13.6
287	Mightyena		37.0
288	Zigzagoon	20	17.5
289	Linoone		32.5
290	Wurmple	7	3.6
291	Silcoon	10	10.0
292	Beautifly		28.4
293	Cascoon	10	11.5
294	Dustox		31.6
295	Lotad	14	2.6
296	Lombre	WATER	32.5
297	Ludicolo		55.0
298	Seedot	14	4.0
299	Nuzleaf	LEAF	28.0
300	Shiftry		59.6
301	Nincada	20	5.5
302	Ninjask		12.0
303	Shedinja		1.2
304	Taillow	22	2.3
305	Swellow		19.8
306	Shroomish	23	4.5
307	Breloom		39.2
308	Spinda		5.0
309	Wingull	25	9.5
310	Pelipper		28.0
311	Surskit	22	1.7
312	Masquerain		3.6
313	Wailmer	40	130.0
314	Wailord", -- STONKS		398.0
315	Skitty	MOON	11.0
316	Delcatty		32.6
317	Kecleon", -- KEKLEO-N		22.0
318	Baltoy	36	21.5
319	Claydol		108.0
320	Nosepass		97.0
321	Torkoal		80.4
322	Sableye		11.0
323	Barboach	30	1.9
324	Whiscash		23.6
325	Luvdisc		8.7
326	Corphish	30	11.5
327	Crawdaunt", -- FRAUD		32.8
328	Feebas	35", -- Level 35 replaces beauty condition	7.4
329	Milotic", -- THICC		162.0
330	Carvanha	30	20.8
331	Sharpedo		88.8
332	Trapinch	35	15.0
333	Vibrava	45	15.3
334	Flygon		82.0
335	Makuhita	24	86.4
336	Hariyama		253.8
337	Electrike	26	15.2
338	Manectric		40.2
339	Numel	33	24.0
340	Camerupt		220.0
341	Spheal	32	39.5
342	Sealeo	44	87.6
343	Walrein		150.6
344	Cacnea	32	51.3
345	Cacturne		77.4
346	Snorunt	42	16.8
347	Glalie		256.5
348	Lunatone		168.0
349	Solrock		154.0
350	Azurill	FRIEND	2.0
351	Spoink	32	30.6
352	Grumpig		71.5
353	Plusle		4.2
354	Minun		4.2
355	Mawile		11.5
356	Meditite	37	11.2
357	Medicham		31.5
358	Swablu	35	1.2
359	Altaria		20.6
360	Wynaut	15	14.0
361	Duskull	37	15.0
362	Dusclops		30.6
363	Roselia		2.0
364	Slakoth	18	24.0
365	Vigoroth	36	46.5
366	Slaking		130.5
367	Gulpin	26	10.3
368	Swalot		80.0
369	Tropius		100.0
370	Whismur	20	16.3
371	Loudred	40	40.5
372	Exploud		84.0
373	Clamperl	WATER30, -- Level 30 and stone replace trade evolution	52.5
374	Huntail		27.0
375	Gorebyss		22.6
376	Absol		47.0
377	Shuppet	37	2.3
378	Banette		12.5
379	Seviper		52.5
380	Zangoose		40.3
381	Relicanth		23.4
382	Aron	32	60.0
383	Lairon	42	120.0
384	Aggron		360.0
385	Castform		0.8
386	Volbeat		17.7
387	Illumise		17.7
388	Lileep	40	23.8
389	Cradily		60.4
390	Anorith	40	12.5
391	Armaldo		68.2
392	Ralts	20	6.6
393	Kirlia	30	20.2
394	Gardevoir		48.4
395	Bagon	30	42.1
396	Shelgon	50	110.5
397	Salamence		102.6
398	Beldum	20	95.2
399	Metang	45	202.5
400	Metagross		550.0
401	Regirock		230.0
402	Regice		175.0
403	Registeel		205.0
404	Kyogre		352.0
405	Groudon		950.0
406	Rayquaza		206.5
407	Latias		40.0
408	Latios		60.0
409	Jirachi		1.1
410	Deoxys		60.8
411	Chimecho		1.0
