27	Route 111	GOODROD:118,129,339|LAND:27,328,331,343|OLDROD:118,129|ROCKSMASH:74|STATIC:377|SUPERROD:339|SURFING:118,183
28	Route 112	LAND:183,322
29	Route 113	LAND:218,227,327
30	Route 114	GOODROD:118,129,339|LAND:270,271,274,333,336|OLDROD:118,129|ROCKSMASH:74|SUPERROD:339|SURFING:118,183
31	Route 115	GOODROD:72,129,320|LAND:39,276,277,278,333|OLDROD:72,129|SUPERROD:320|SURFING:72,278,279
32	Route 116	LAND:261,276,290,293,300
33	Route 117	GOODROD:118,129,341|LAND:43,183,261,273,313,314|OLDROD:118,129|SUPERROD:341|SURFING:118,183
34	Route 118	GOODROD:72,129,318|LAND:263,264,278,309,310,352|OLDROD:118,129|SUPERROD:318,319|SURFING:72,278,279
35	Route 119	GOODROD:72,129,318,349|LAND:43,263,264,352,357|OLDROD:118,129,349|SUPERROD:318,349|SURFING:72,278,279
36	Route 120	GOODROD:118,129,339|LAND:43,183,261,262,273,352,359|OLDROD:118,129|STATIC:379|SUPERROD:339|SURFING:118,183
37	Route 121	GOODROD:72,129,320|LAND:43,44,261,262,278,352,353|OLDROD:72,129|SUPERROD:320|SURFING:72,278,279
38	Route 122	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
39	Route 123	GOODROD:72,129,320|LAND:43,44,261,262,278,352,353|OLDROD:72,129|SUPERROD:320|SURFING:72,278,279
40	Route 124	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
41	Route 125	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
42	Route 126	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
43	Route 127	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
44	Route 128	GOODROD:129,320,370|OLDROD:72,129|SUPERROD:222,320,370|SURFING:72,278,279
45	Route 129	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279,321
46	Route 130	GOODROD:72,129,320|LAND:360|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
47	Route 131	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:319,320|SURFING:72,278,279
48	Route 132	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:116,319,320|SURFING:72,278,279
49	Route 133	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:116,319,320|SURFING:72,278,279
50	Route 134	GOODROD:72,129,320|OLDROD:72,129|SUPERROD:116,319,320|SURFING:72,278,279
51	Route 126 Water	UNDERWATER:170,366,369
52	Route 127 Water	
53	Route 128 Water	
54	Brendan's House 1F	
55	Brendan's House 2F	
56	May's House 1F	
57	May's House 2F	
58	Prof. Birch's Lab	
61	Pokémon Center	
62	Pokémon Center 2F	
63	PokéMart	
65	Dewford Gym	
69	Lavaridge Gym 1F	
70	Lavaridge Gym B1F	
71	Lavaridge Town PC	
79	Petalburg Gym	
86	Oceanic Museum 1F	
87	Oceanic Museum 2F	
89	Mauville Gym	
94	Rustboro Gym	
100	Fortree Gym	
108	Mossdeep Gym	
109	Sootopolis Gym 1F	
110	Sootopolis Gym B1F	
111	Sidney's Room	
112	Phoebe's Room	
113	Glacia's Room	
114	Drake's Room	
115	Champion's Room	
125	Meteor Falls 1F 1R	GOODROD:118,129,339|LAND:41,338|OLDROD:118,129|SUPERROD:339|SURFING:41,338
126	Meteor Falls 1F 2R	GOODROD:118,129,339|LAND:42,338|OLDROD:118,129|SUPERROD:339,340|SURFING:42,338
127	Meteor Falls B1F 1R	GOODROD:118,129,339|LAND:42,338|OLDROD:118,129|SUPERROD:339,340|SURFING:42,338
128	Meteor Falls B1F 2R	GOODROD:118,129,339|LAND:42,338,371|OLDROD:118,129|SUPERROD:339,340|SURFING:42,338
129	Rusturf Tunnel	LAND:293
132	Granite Cave 1F	LAND:41,63,74,296
133	Granite Cave B1F	LAND:41,63,296,302,304
134	Granite Cave B2F	LAND:41,296,302,304|ROCKSMASH:74,299
135	Petalburg Woods	LAND:261,265,266,268,276,285,287
136	Mt. Chimney	
137	Mt. Pyre 1F	LAND:353
138	Mt. Pyre 2F	LAND:353
139	Mt. Pyre 3F	LAND:353
140	Mt. Pyre 4F	LAND:353,355
141	Mt. Pyre 5F	LAND:353,355
142	Mt. Pyre 6F	LAND:353,355
143	Aqua Hideout 1F	
144	Aqua Hideout B1F	
145	Aqua Hideout B2F	
146	Seafloor Cavern U.	
147	Seafloor Cavern	GOODROD:72,129,320|LAND:41,42|OLDROD:72,129|SUPERROD:320|SURFING:41,42,72
148	Seafloor Cavern 1	LAND:41,42
149	Seafloor Cavern 2	LAND:41,42
150	Seafloor Cavern 3	LAND:41,42
151	Seafloor Cavern 4	LAND:41,42
152	Seafloor Cavern 5	LAND:41,42
153	Seafloor Cavern 6	GOODROD:72,129,320|LAND:41,42|OLDROD:72,129|SUPERROD:320|SURFING:41,42,72
154	Seafloor Cavern 7	GOODROD:72,129,320|LAND:41,42|OLDROD:72,129|SUPERROD:320|SURFING:41,42,72
155	Seafloor Cavern 8	
156	Seafloor Cavern 9	
157	Cave of Origin	LAND:41,42
158	Cave of Origin 1F	LAND:41,42,302
163	Victory Road 1F	LAND:41,42,293,294,296,297,304,305
164	Shoal Cave Lo-1	LAND:41,42,363
165	Shoal Cave Lo-2	LAND:41,42,363
166	Shoal Cave Lo-3	LAND:41,42,363
167	Shoal Cave Lo-4	LAND:41,42,361,363
168	Shoal Cave Hi-1	GOODROD:72,129,320|LAND:41,42,363|OLDROD:72,129|SUPERROD:320|SURFING:41,72,363
169	Shoal Cave Hi-2	GOODROD:72,129,320|LAND:41,42,363|OLDROD:72,129|SUPERROD:320|SURFING:41,72,363
184	New Mauville Entrance	LAND:81,100
185	New Mauville Inner	LAND:81,82,100,101
186	Abandoned Ship Deck	
187	Abandoned Ship 1F	
188	Abandoned Ship 1F	
189	Abandoned Ship B1F	GOODROD:72,129|OLDROD:72,129|SUPERROD:72,73|SURFING:72,73
190	Abandoned Ship B1F	
191	Abandoned Ship B1F	
192	Abandoned Ship Uw1	
193	Abandoned Ship B1F	
194	Abandoned Ship 1F	
195	Abandoned Ship Cpt	
196	Abandoned Ship Uw2	
238	Safari Zone NW.	GOODROD:118,129|LAND:43,44,84,85,111,127|OLDROD:118,129|SUPERROD:118,119|SURFING:54,55
239	Safari Zone NE.	LAND:43,44,177,178,214,231|ROCKSMASH:74
240	Safari Zone SW.	GOODROD:118,129|LAND:25,43,44,84,177,202,203|OLDROD:118,129|SUPERROD:118,119|SURFING:54
241	Safari Zone SE.	LAND:25,43,44,84,177,202,203
243	Seashore House	
247	Trick House 1	
248	Trick House 2	
249	Trick House 3	
250	Trick House 4	
251	Trick House 5	
252	Trick House 6	
253	Trick House 7	
254	Trick House 8	
270	Pokémon League PC	
271	Weather Institute 1F	
272	Weather Institute 2F	
274	Route 124 Water	UNDERWATER:170,366,369
277	S.S. Tidal Hall	
278	S.S. Tidal Deck	
279	S.S. Tidal Rooms	
285	Victory Road B1F	LAND:42,297,303,305|ROCKSMASH:74,75
286	Victory Road B2F	GOODROD:118,129,339|LAND:42,302,303,305|OLDROD:118,129|SUPERROD:339,340|SURFING:42
288	Granite Cave Steven	LAND:41,63,296,304
291	Southern Island	STATIC:381
292	Jagged Pass	LAND:66,322,325
293	Fiery Path	LAND:66,88,109,218,322,324
302	Mt. Pyre Ext.	LAND:37,278,353
303	Mt. Pyre Summit	LAND:278,353
322	Sky Pillar 1F	LAND:42,302,344,354
324	Sky Pillar 3F	LAND:42,302,344,354
330	Sky Pillar 5F	LAND:42,302,334,344,354
331	Sky Pillar 6F	STATIC:384
332	Battle Dome L.	
333	Battle Dome Hall	
334	Battle Dome Pre	
335	Battle Dome Room	
336	Magma Hideout 1F	LAND:74,75,324
337	Magma Hideout 2Fa	LAND:74,75,324
338	Magma Hideout 2Fb	LAND:74,75,324
339	Magma Hideout 3Fa	LAND:74,75,324
340	Magma Hideout 3Fb	LAND:74,75,324
341	Magma Hideout 4F	LAND:74,75,324
345	Battle Frontier E.	STATIC:185
379	Magma Hideout 3Fc	LAND:74,75,324
380	Magma Hideout 2Fc	LAND:74,75,324
381	Mirage Tower 1F	LAND:27,328
382	Mirage Tower 2F	LAND:27,328
383	Mirage Tower 3F	LAND:27,328
388	Mirage Tower 4F	LAND:27,328
389	Desert Underpass	LAND:132,293,294
394	Safari Zone N-Ext.	LAND:163,165,190,191,204,216,228,241|ROCKSMASH:213
395	Safari Zone S-Ext.	GOODROD:118,129,223|LAND:163,167,179,190,191,207,209,234|OLDROD:118,129|SUPERROD:118,223,224|SURFING:183,194,195
400	Artisan Cave B1F	LAND:235
401	Artisan Cave 1F	LAND:235
403	Faraway Island	STATIC:151
404	Birth Island	STATIC:386
409	Terra Cave	STATIC:383
413	Marine Cave	STATIC:382
423	Navel Rock Top	STATIC:250
424	Navel Rock Bot	STATIC:249
