46	Roar	0	100	NORMAL	20	STATUS
47	Sing	0	55	NORMAL	15	STATUS
48	Supersonic	0	55	NORMAL	20	STATUS
49	SonicBoom	0	90	NORMAL	20	SPECIAL
50	Disable	0	0	NORMAL	20	STATUS
51	Acid	40	100	POISON	30	SPECIAL
52	Ember	40	100	FIRE	25	SPECIAL
53	Flamethrower	95	100	FIRE	15	SPECIAL
54	Mist	0	0	ICE	30	STATUS
55	Water Gun	40	100	WATER	25	SPECIAL
56	Hydro Pump	120	80	WATER	5	SPECIAL
57	Surf	95	100	WATER	15	SPECIAL
58	Ice Beam	95	100	ICE	10	SPECIAL
59	Blizzard	120	0	ICE	5	SPECIAL
60	Psybeam	65	100	PSYCHIC	20	SPECIAL
61	BubbleBeam	65	100	WATER	20	SPECIAL
62	Aurora Beam	65	100	ICE	20	SPECIAL
63	Hyper Beam	150	90	NORMAL	5	SPECIAL
64	Peck	35	100	FLYING	35	PHYSICAL
65	Drill Peck	80	100	FLYING	20	PHYSICAL
66	Submission	80	80	FIGHTING	25	PHYSICAL
67	Low Kick	0	0	FIGHTING	20	PHYSICAL
68	Counter	0	100	FIGHTING	20	PHYSICAL
69	Seismic Toss	0	100	FIGHTING	20	PHYSICAL
70	Strength	80	100	NORMAL	15	PHYSICAL
71	Absorb	20	100	GRASS	0	SPECIAL
72	Mega Drain	40	100	GRASS	0	SPECIAL
73	Leech Seed	0	90	GRASS	10	STATUS
74	Growth	0	0	NORMAL	40	STATUS
75	Razor Leaf	55	95	GRASS	25	PHYSICAL
76	SolarBeam	120	100	GRASS	10	SPECIAL
77	PoisonPowder	0	75	POISON	35	STATUS
78	Stun Spore	0	75	GRASS	30	STATUS
79	Sleep Powder	0	75	GRASS	15	STATUS
80	Petal Dance	0	100	GRASS	0	SPECIAL
81	String Shot	0	95	BUG	40	STATUS
82	Dragon Rage	0	100	DRAGON	10	SPECIAL
83	Fire Spin	0	0	FIRE	15	SPECIAL
84	ThunderShock	40	100	ELECTRIC	30	SPECIAL
85	Thunderbolt	95	100	ELECTRIC	15	SPECIAL
86	Thunder Wave	0	100	ELECTRIC	20	STATUS
87	Thunder	120	70	ELECTRIC	10	SPECIAL
88	Rock Throw	50	0	ROCK	15	PHYSICAL
89	Earthquake	100	100	GROUND	10	PHYSICAL
90	Fissure	0	30	GROUND	5	PHYSICAL
91	Dig	0	100	GROUND	10	PHYSICAL
92	Toxic	0	0	POISON	10	STATUS
93	Confusion	50	100	PSYCHIC	25	SPECIAL
94	Psychic	90	100	PSYCHIC	10	SPECIAL
95	Hypnosis	0	60	PSYCHIC	20	STATUS
96	Meditate	0	0	PSYCHIC	40	STATUS
97	Agility	0	0	PSYCHIC	30	STATUS
98	Quick Attack	40	100	NORMAL	30	PHYSICAL
99	Rage	20	100	NORMAL	20	PHYSICAL
100	Teleport	0	0	PSYCHIC	20	STATUS
101	Night Shade	0	100	GHOST	15	SPECIAL
102	Mimic	0	0	NORMAL	10	STATUS
103	Screech	0	85	NORMAL	40	STATUS
104	Double Team	0	0	NORMAL	15	STATUS
105	Recover	0	0	NORMAL	0	STATUS
106	Harden	0	0	NORMAL	30	STATUS
107	Minimize	0	0	NORMAL	20	STATUS
108	SmokeScreen	0	100	NORMAL	20	STATUS
109	Confuse Ray	0	100	GHOST	10	STATUS
110	Withdraw	0	0	WATER	40	STATUS
111	Defense Curl	0	0	NORMAL	40	STATUS
112	Barrier	0	0	PSYCHIC	30	STATUS
113	Light Screen	0	0	PSYCHIC	30	STATUS
114	Haze	0	0	ICE	30	STATUS
115	Reflect	0	0	PSYCHIC	20	STATUS
116	Focus Energy	0	0	NORMAL	30	STATUS
117	Bide	0	0	NORMAL	10	PHYSICAL
118	Metronome	0	0	NORMAL	10	STATUS
119	Mirror Move	0	0	FLYING	20	STATUS
120	Selfdestruct	0	100	NORMAL	5	PHYSICAL
121	Egg Bomb	100	75	NORMAL	10	PHYSICAL
122	Lick	20	100	GHOST	30	PHYSICAL
123	Smog	20	70	POISON	20	SPECIAL
124	Sludge	65	100	POISON	20	SPECIAL
125	Bone Club	65	85	GROUND	20	PHYSICAL
126	Fire Blast	120	85	FIRE	5	SPECIAL
127	Waterfall	80	100	WATER	15	PHYSICAL
128	Clamp	35	0	WATER	0	PHYSICAL
129	Swift	60	0	NORMAL	20	SPECIAL
130	Skull Bash	100	100	NORMAL	15	PHYSICAL
131	Spike Cannon	20	100	NORMAL	15	PHYSICAL
132	Constrict	10	100	NORMAL	35	PHYSICAL
133	Amnesia	0	0	PSYCHIC	20	STATUS
134	Kinesis	0	80	PSYCHIC	15	STATUS
135	Softboiled	0	0	NORMAL	10	STATUS
136	Hi Jump Kick	0	90	FIGHTING	0	PHYSICAL
137	Glare	0	0	NORMAL	30	STATUS
138	Dream Eater	100	100	PSYCHIC	15	SPECIAL
139	Poison Gas	0	0	POISON	40	STATUS
140	Barrage	15	85	NORMAL	20	PHYSICAL
141	Leech Life	20	100	BUG	15	PHYSICAL
142	Lovely Kiss	0	75	NORMAL	10	STATUS
143	Sky Attack	140	90	FLYING	5	PHYSICAL
144	Transform	0	0	NORMAL	10	STATUS
145	Bubble	20	100	WATER	30	SPECIAL
146	Dizzy Punch	70	100	NORMAL	10	PHYSICAL
147	Spore	0	100	GRASS	15	STATUS
148	Flash	0	0	NORMAL	20	STATUS
149	Psywave	0	80	PSYCHIC	15	SPECIAL
150	Splash	0	0	NORMAL	40	STATUS
151	Acid Armor	0	0	POISON	40	STATUS
152	Crabhammer	90	0	WATER	10	PHYSICAL
153	Explosion	0	100	NORMAL	5	PHYSICAL
154	Fury Swipes	18	80	NORMAL	15	PHYSICAL
155	Bonemerang	50	90	GROUND	10	PHYSICAL
156	Rest	0	0	PSYCHIC	10	STATUS
157	Rock Slide	75	90	ROCK	10	PHYSICAL
158	Hyper Fang	80	90	NORMAL	15	PHYSICAL
159	Sharpen	0	0	NORMAL	30	STATUS
160	Conversion	0	0	NORMAL	30	STATUS
161	Tri Attack	80	100	NORMAL	10	SPECIAL
162	Super Fang	0	90	NORMAL	10	PHYSICAL
163	Slash	70	100	NORMAL	20	PHYSICAL
164	Substitute	0	0	NORMAL	10	STATUS
165	Struggle	50	0	NORMAL	0	PHYSICAL
166	Sketch	0	0	NORMAL	1	STATUS
167	Triple Kick	10	90	FIGHTING	10	PHYSICAL
168	Thief	40	100	DARK	10	PHYSICAL
169	Spider Web	0	0	BUG	10	STATUS
170	Mind Reader	0	0	NORMAL	5	STATUS
171	Nightmare	0	0	GHOST	15	STATUS
172	Flame Wheel	60	100	FIRE	25	PHYSICAL
173	Snore	40	100	NORMAL	15	SPECIAL
174	Curse	0	0		0	
175	Flail	0	100	NORMAL	15	PHYSICAL
176	Conversion 2	0	0	NORMAL	30	STATUS
177	Aeroblast	100	95	FLYING	5	SPECIAL
178	Cotton Spore	0	0	GRASS	40	STATUS
179	Reversal	0	100	FIGHTING	15	PHYSICAL
180	Spite	0	100	GHOST	10	STATUS
181	Powder Snow	40	100	ICE	25	SPECIAL
182	Protect	0	0	NORMAL	10	STATUS
183	Mach Punch	40	100	FIGHTING	30	PHYSICAL
184	Scary Face	0	0	NORMAL	10	STATUS
185	Faint Attack	60	0	DARK	20	PHYSICAL
186	Sweet Kiss	0	75	NORMAL	10	STATUS
187	Belly Drum	0	0	NORMAL	10	STATUS
188	Sludge Bomb	90	100	POISON	10	SPECIAL
189	Mud-Slap	20	100	GROUND	10	SPECIAL
190	Octazooka	65	85	WATER	10	SPECIAL
191	Spikes	0	0	GROUND	20	STATUS
192	Zap Cannon	0	50	ELECTRIC	5	SPECIAL
193	Foresight	0	0	NORMAL	40	STATUS
194	Destiny Bond	0	0	GHOST	5	STATUS
195	Perish Song	0	0	NORMAL	5	STATUS
196	Icy Wind	55	95	ICE	15	SPECIAL
197	Detect	0	0	FIGHTING	5	STATUS
198	Bone Rush	25	0	GROUND	10	PHYSICAL
199	Lock-On	0	0	NORMAL	5	STATUS
200	Outrage	0	100	DRAGON	0	PHYSICAL
201	Sandstorm	0	0	ROCK	10	STATUS
202	Giga Drain	0	100	GRASS	0	SPECIAL
203	Endure	0	0	NORMAL	10	STATUS
204	Charm	0	100	NORMAL	20	STATUS
205	Rollout	30	90	ROCK	20	PHYSICAL
206	False Swipe	40	100	NORMAL	40	PHYSICAL
207	Swagger	0	90	NORMAL	15	STATUS
208	Milk Drink	0	0	NORMAL	10	STATUS
209	Spark	65	100	ELECTRIC	20	PHYSICAL
210	Fury Cutter	0	95	BUG	20	PHYSICAL
211	Steel Wing	70	90	STEEL	25	PHYSICAL
212	Mean Look	0	0	NORMAL	5	STATUS
213	Attract	0	100	NORMAL	15	STATUS
214	Sleep Talk	0	0	NORMAL	10	STATUS
215	Heal Bell	0	0	NORMAL	5	STATUS
216	Return	0	100	NORMAL	20	PHYSICAL
217	Present	0	90	NORMAL	15	PHYSICAL
218	Frustration	0	100	NORMAL	20	PHYSICAL
219	Safeguard	0	0	NORMAL	25	STATUS
220	Pain Split	0	0	NORMAL	20	STATUS
221	Sacred Fire	100	95	FIRE	5	PHYSICAL
222	Magnitude	0	100	GROUND	30	PHYSICAL
223	DynamicPunch	100	50	FIGHTING	5	PHYSICAL
224	Megahorn	120	85	BUG	10	PHYSICAL
225	DragonBreath	60	100	DRAGON	20	SPECIAL
226	Baton Pass	0	0	NORMAL	40	STATUS
227	Encore	0	100	NORMAL	5	STATUS
228	Pursuit	40	100	DARK	20	PHYSICAL
229	Rapid Spin	20	100	NORMAL	40	PHYSICAL
230	Sweet Scent	0	100	NORMAL	20	STATUS
231	Iron Tail	100	75	STEEL	15	PHYSICAL
232	Metal Claw	50	95	STEEL	35	PHYSICAL
233	Vital Throw	70	0	FIGHTING	10	PHYSICAL
234	Morning Sun	0	0	NORMAL	5	STATUS
235	Synthesis	0	0	GRASS	5	STATUS
236	Moonlight	0	0	NORMAL	5	STATUS
237	Hidden Power	0	100	UNKNOWN	15	SPECIAL
238	Cross Chop	100	80	FIGHTING	5	PHYSICAL
239	Twister	40	100	DRAGON	20	SPECIAL
240	Rain Dance	0	0	WATER	5	STATUS
241	Sunny Day	0	0	FIRE	5	STATUS
242	Crunch	80	100	DARK	15	PHYSICAL
243	Mirror Coat	0	100	PSYCHIC	20	SPECIAL
244	Psych Up	0	0	NORMAL	10	STATUS
245	ExtremeSpeed	80	100	NORMAL	5	PHYSICAL
246	AncientPower	60	100	ROCK	5	SPECIAL
247	Shadow Ball	80	100	GHOST	15	SPECIAL
248	Future Sight	0	0	PSYCHIC	0	SPECIAL
249	Rock Smash	0	100	FIGHTING	15	PHYSICAL
250	Whirlpool	0	0	WATER	15	SPECIAL
251	Beat Up	0	100	DARK	10	PHYSICAL
252	Fake Out	40	100	NORMAL	10	PHYSICAL
253	Uproar	0	100	NORMAL	10	SPECIAL
254	Stockpile	0	0	NORMAL	0	STATUS
255	Spit Up	0	100	NORMAL	10	SPECIAL
256	Swallow	0	0	NORMAL	10	STATUS
257	Heat Wave	100	90	FIRE	10	SPECIAL
258	Hail	0	0	ICE	10	STATUS
259	Torment	0	100	DARK	15	STATUS
260	Flatter	0	100	DARK	15	STATUS
261	Will-O-Wisp	0	75	FIRE	15	STATUS
262	Memento	0	0	DARK	10	STATUS
263	Facade	70	100	NORMAL	20	PHYSICAL
264	Focus Punch	150	100	FIGHTING	20	PHYSICAL
265	SmellingSalt	60	100	NORMAL	10	PHYSICAL
266	Follow Me	0	0	NORMAL	20	STATUS
267	Nature Power	0	0	NORMAL	20	STATUS
268	Charge	0	0	ELECTRIC	20	STATUS
269	Taunt	0	100	DARK	20	STATUS
270	Helping Hand	0	0	NORMAL	20	STATUS
271	Trick	0	100	PSYCHIC	10	STATUS
272	Role Play	0	0	PSYCHIC	10	STATUS
273	Wish	0	0	NORMAL	10	STATUS
274	Assist	0	0	NORMAL	20	STATUS
275	Ingrain	0	0	GRASS	20	STATUS
276	Superpower	120	100	FIGHTING	5	PHYSICAL
277	Magic Coat	0	0	PSYCHIC	15	STATUS
278	Recycle	0	0	NORMAL	10	STATUS
279	Revenge	60	100	FIGHTING	10	PHYSICAL
280	Brick Break	75	100	FIGHTING	15	PHYSICAL
281	Yawn	0	0	NORMAL	10	STATUS
282	Knock Off	20	100	DARK	20	PHYSICAL
283	Endeavor	0	100	NORMAL	5	PHYSICAL
284	Eruption	0	100	FIRE	5	SPECIAL
285	Skill Swap	0	0	PSYCHIC	10	STATUS
286	Imprison	0	0	PSYCHIC	10	STATUS
287	Refresh	0	0	NORMAL	20	STATUS
288	Grudge	0	0	GHOST	5	STATUS
289	Snatch	0	0	DARK	10	STATUS
290	Secret Power	70	100	NORMAL	20	PHYSICAL
291	Dive	0	100	WATER	10	PHYSICAL
292	Arm Thrust	15	100	FIGHTING	20	PHYSICAL
293	Camouflage	0	0	NORMAL	20	STATUS
294	Tail Glow	0	0	BUG	20	STATUS
295	Luster Purge	70	100	PSYCHIC	5	SPECIAL
296	Mist Ball	70	100	PSYCHIC	5	SPECIAL
297	FeatherDance	0	100	FLYING	15	STATUS
298	Teeter Dance	0	100	NORMAL	20	STATUS
299	Blaze Kick	85	90	FIRE	10	PHYSICAL
300	Mud Sport	0	0	GROUND	15	STATUS
301	Ice Ball	30	90	ICE	20	PHYSICAL
302	Needle Arm	60	100	GRASS	15	PHYSICAL
303	Slack Off	0	0	NORMAL	10	STATUS
304	Hyper Voice	90	100	NORMAL	10	SPECIAL
305	Poison Fang	50	100	POISON	15	PHYSICAL
306	Crush Claw	75	95	NORMAL	10	PHYSICAL
307	Blast Burn	150	90	FIRE	5	SPECIAL
308	Hydro Cannon	150	90	WATER	5	SPECIAL
309	Meteor Mash	100	85	STEEL	10	PHYSICAL
310	Astonish	30	100	GHOST	15	PHYSICAL
311	Weather Ball	50	100	NORMAL	10	SPECIAL
312	Aromatherapy	0	0	GRASS	5	STATUS
313	Fake Tears	0	100	DARK	20	STATUS
314	Air Cutter	55	95	FLYING	25	SPECIAL
315	Overheat	140	90	FIRE	5	SPECIAL
316	Odor Sleuth	0	0	NORMAL	40	STATUS
317	Rock Tomb	50	80	ROCK	10	PHYSICAL
318	Silver Wind	60	100	BUG	5	SPECIAL
319	Metal Sound	0	85	STEEL	40	STATUS
320	GrassWhistle	0	55	GRASS	15	STATUS
321	Tickle	0	100	NORMAL	20	STATUS
322	Cosmic Power	0	0	PSYCHIC	20	STATUS
323	Water Spout	0	100	WATER	5	SPECIAL
324	Signal Beam	75	100	BUG	15	SPECIAL
325	Shadow Punch	60	0	GHOST	20	PHYSICAL
326	Extrasensory	80	100	PSYCHIC	30	SPECIAL
327	Sky Uppercut	85	90	FIGHTING	15	PHYSICAL
328	Sand Tomb	0	0	GROUND	15	PHYSICAL
329	Sheer Cold	0	30	ICE	5	SPECIAL
330	Muddy Water	95	85	WATER	10	SPECIAL
331	Bullet Seed	0	100	GRASS	30	PHYSICAL
332	Aerial Ace	60	0	FLYING	20	PHYSICAL
333	Icicle Spear	0	100	ICE	30	PHYSICAL
334	Iron Defense	0	0	STEEL	15	STATUS
335	Block	0	0	NORMAL	5	STATUS
336	Howl	0	0	NORMAL	40	STATUS
337	Dragon Claw	80	100	DRAGON	15	PHYSICAL
338	Frenzy Plant	150	90	GRASS	5	SPECIAL
339	Bulk Up	0	0	FIGHTING	20	STATUS
340	Bounce	85	85	FLYING	5	PHYSICAL
341	Mud Shot	55	95	GROUND	15	SPECIAL
342	Poison Tail	50	100	POISON	25	PHYSICAL
343	Covet	0	100	NORMAL	40	PHYSICAL
344	Volt Tackle	120	100	ELECTRIC	15	PHYSICAL
345	Magical Leaf	60	0	GRASS	20	SPECIAL
346	Water Sport	0	0	WATER	15	STATUS
347	Calm Mind	0	0	PSYCHIC	20	STATUS
348	Leaf Blade	0	100	GRASS	15	PHYSICAL
349	Dragon Dance	0	0	DRAGON	20	STATUS
350	Rock Blast	25	0	ROCK	10	PHYSICAL
351	Shock Wave	60	0	ELECTRIC	20	SPECIAL
352	Water Pulse	60	100	WATER	20	SPECIAL
353	Doom Desire	0	0	STEEL	5	SPECIAL
354	Psycho Boost	140	90	PSYCHIC	5	SPECIAL
355	Roost	0	0	FLYING	10	STATUS
356	Gravity	0	0	PSYCHIC	5	STATUS
357	Miracle Eye	0	0	PSYCHIC	40	STATUS
358	Wake-Up Slap	60	100	FIGHTING	10	PHYSICAL
359	Hammer Arm	100	90	FIGHTING	10	PHYSICAL
360	Gyro Ball	0	100	STEEL	5	PHYSICAL
361	Healing Wish	0	0	PSYCHIC	10	STATUS
362	Brine	65	100	WATER	10	SPECIAL
363	Natural Gift	0	100	NORMAL	15	PHYSICAL
364	Feint	0	100	NORMAL	10	PHYSICAL
365	Pluck	60	100	FLYING	20	PHYSICAL
366	Tailwind	0	0	FLYING	30	STATUS
367	Acupressure	0	0	NORMAL	30	STATUS
368	Metal Burst	0	100	STEEL	10	PHYSICAL
369	U-turn	70	100	BUG	20	PHYSICAL
370	Close Combat	120	100	FIGHTING	5	PHYSICAL
371	Payback	50	100	DARK	10	PHYSICAL
372	Assurance	50	100	DARK	10	PHYSICAL
373	Embargo	0	100	DARK	15	STATUS
374	Fling	0	100	DARK	10	PHYSICAL
375	Psycho Shift	0	90	PSYCHIC	10	STATUS
376	Trump Card	0	0	NORMAL	5	SPECIAL
377	Heal Block	0	100	PSYCHIC	15	STATUS
378	Wring Out	0	100	NORMAL	5	SPECIAL
379	Power Trick	0	0	PSYCHIC	10	STATUS
380	Gastro Acid	0	100	POISON	10	STATUS
381	Lucky Chant	0	0	NORMAL	30	STATUS
382	Me First	0	0	NORMAL	20	STATUS
383	Copycat	0	0	NORMAL	20	STATUS
384	Power Swap	0	0	PSYCHIC	10	STATUS
385	Guard Swap	0	0	PSYCHIC	10	STATUS
386	Punishment	0	100	DARK	5	PHYSICAL
387	Last Resort	0	100	NORMAL	5	PHYSICAL
388	Worry Seed	0	100	GRASS	10	STATUS
389	Sucker Punch	80	100	DARK	5	PHYSICAL
390	Toxic Spikes	0	0	POISON	20	STATUS
391	Heart Swap	0	0	PSYCHIC	10	STATUS
392	Aqua Ring	0	0	WATER	20	STATUS
393	Magnet Rise	0	0	ELECTRIC	10	STATUS
394	Flare Blitz	120	100	FIRE	15	PHYSICAL
395	Force Palm	60	100	FIGHTING	10	PHYSICAL
396	Aura Sphere	90	0	FIGHTING	20	SPECIAL
397	Rock Polish	0	0	ROCK	20	STATUS
398	Poison Jab	80	100	POISON	20	PHYSICAL
399	Dark Pulse	80	100	DARK	15	SPECIAL
400	Night Slash	70	100	DARK	15	PHYSICAL
401	Aqua Tail	90	90	WATER	10	PHYSICAL
402	Seed Bomb	80	100	GRASS	15	PHYSICAL
403	Air Slash	75	95	FLYING	20	SPECIAL
404	X-Scissor	80	100	BUG	15	PHYSICAL
405	Bug Buzz	90	100	BUG	10	SPECIAL
406	Dragon Pulse	90	100	DRAGON	10	SPECIAL
407	Dragon Rush	100	75	DRAGON	10	PHYSICAL
408	Power Gem	70	100	ROCK	20	SPECIAL
409	Drain Punch	0	100	FIGHTING	0	PHYSICAL
410	Vacuum Wave	40	100	FIGHTING	30	SPECIAL
411	Focus Blast	120	70	FIGHTING	5	SPECIAL
412	Energy Ball	80	100	GRASS	10	SPECIAL
413	Brave Bird	120	100	FLYING	15	PHYSICAL
414	Earth Power	90	100	GROUND	10	SPECIAL
415	Switcheroo	0	100	DARK	10	STATUS
416	Giga Impact	150	90	NORMAL	5	PHYSICAL
417	Nasty Plot	0	0	DARK	20	STATUS
418	Bullet Punch	40	100	STEEL	30	PHYSICAL
419	Avalanche	60	100	ICE	10	PHYSICAL
420	Ice Shard	40	100	ICE	30	PHYSICAL
421	Shadow Claw	70	100	GHOST	15	PHYSICAL
422	Thunder Fang	65	95	ELECTRIC	15	PHYSICAL
423	Ice Fang	65	95	ICE	15	PHYSICAL
424	Fire Fang	65	95	FIRE	15	PHYSICAL
425	Shadow Sneak	40	100	GHOST	30	PHYSICAL
426	Mud Bomb	65	85	GROUND	10	SPECIAL
427	Psycho Cut	70	100	PSYCHIC	20	PHYSICAL
428	Zen Headbutt	80	90	PSYCHIC	15	PHYSICAL
429	Mirror Shot	65	85	STEEL	10	SPECIAL
430	Flash Cannon	80	100	STEEL	10	SPECIAL
431	Rock Climb	90	85	NORMAL	20	PHYSICAL
432	Defog	0	0	FLYING	15	STATUS
433	Trick Room	0	0	PSYCHIC	5	STATUS
434	Draco Meteor	140	90	DRAGON	5	SPECIAL
435	Discharge	80	100	ELECTRIC	15	SPECIAL
436	Lava Plume	80	100	FIRE	15	SPECIAL
437	Leaf Storm	140	90	GRASS	5	SPECIAL
438	Power Whip	120	85	GRASS	10	PHYSICAL
439	Rock Wrecker	150	90	ROCK	5	PHYSICAL
440	Cross Poison	70	100	POISON	20	PHYSICAL
441	Gunk Shot	120	70	POISON	5	PHYSICAL
442	Iron Head	80	100	STEEL	15	PHYSICAL
443	Magnet Bomb	60	0	STEEL	20	PHYSICAL
444	Stone Edge	100	80	ROCK	5	PHYSICAL
445	Captivate	0	100	NORMAL	20	STATUS
446	Stealth Rock	0	0	ROCK	20	STATUS
447	Grass Knot	0	100	GRASS	20	SPECIAL
448	Chatter	60	100	FLYING	20	SPECIAL
449	Judgment	100	100	NORMAL	10	SPECIAL
450	Bug Bite	60	100	BUG	20	PHYSICAL
451	Charge Beam	50	90	ELECTRIC	10	SPECIAL
452	Wood Hammer	120	100	GRASS	15	PHYSICAL
453	Aqua Jet	40	100	WATER	20	PHYSICAL
454	Attack Order	90	100	BUG	15	PHYSICAL
455	Defend Order	0	0	BUG	10	STATUS
456	Heal Order	0	0	BUG	10	STATUS
457	Head Smash	150	80	ROCK	5	PHYSICAL
458	Double Hit	35	90	NORMAL	10	PHYSICAL
459	Roar of Time	150	90	DRAGON	5	SPECIAL
460	Spacial Rend	100	95	DRAGON	5	SPECIAL
461	Lunar Dance	0	0	PSYCHIC	10	STATUS
462	Crush Grip	0	100	NORMAL	5	PHYSICAL
463	Magma Storm	120	0	FIRE	5	SPECIAL
464	Dark Void	0	80	DARK	10	STATUS
465	Seed Flare	120	85	GRASS	5	SPECIAL
466	Ominous Wind	60	100	GHOST	5	SPECIAL
467	Shadow Force	120	100	GHOST	5	PHYSICAL
468	Hone Claws	0	0	DARK	15	STATUS
469	Wide Guard	0	0	ROCK	10	STATUS
470	Guard Split	0	0	PSYCHIC	10	STATUS
471	Power Split	0	0	PSYCHIC	10	STATUS
472	Wonder Room	0	0	PSYCHIC	10	STATUS
473	Psyshock	80	100	PSYCHIC	10	SPECIAL
474	Venoshock	65	100	POISON	10	SPECIAL
475	Autotomize	0	0	STEEL	15	STATUS
476	Rage Powder	0	0	BUG	20	STATUS
477	Telekinesis	0	0	PSYCHIC	15	STATUS
478	Magic Room	0	0	PSYCHIC	10	STATUS
479	Smack Down	50	100	ROCK	15	PHYSICAL
480	Storm Throw	0	100	FIGHTING	10	PHYSICAL
481	Flame Burst	70	100	FIRE	15	SPECIAL
482	Sludge Wave	95	100	POISON	10	SPECIAL
483	Quiver Dance	0	0	BUG	20	STATUS
484	Heavy Slam	0	100	STEEL	10	PHYSICAL
485	Synchronoise	0	100	PSYCHIC	0	SPECIAL
486	Electro Ball	0	100	ELECTRIC	10	SPECIAL
487	Soak	0	100	WATER	20	STATUS
488	Flame Charge	50	100	FIRE	20	PHYSICAL
489	Coil	0	0	POISON	20	STATUS
490	Low Sweep	0	100	FIGHTING	20	PHYSICAL
491	Acid Spray	40	100	POISON	20	SPECIAL
492	Foul Play	95	100	DARK	15	PHYSICAL
493	Simple Beam	0	100	NORMAL	15	STATUS
494	Entrainment	0	100	NORMAL	15	STATUS
495	After You	0	0	NORMAL	15	STATUS
496	Round	60	100	NORMAL	15	SPECIAL
497	Echoed Voice	40	100	NORMAL	15	SPECIAL
498	Chip Away	70	100	NORMAL	20	PHYSICAL
499	Clear Smog	50	0	POISON	15	SPECIAL
500	Stored Power	20	100	PSYCHIC	10	SPECIAL
501	Quick Guard	0	0	FIGHTING	15	STATUS
502	Ally Switch	0	0	PSYCHIC	15	STATUS
503	Scald	80	100	WATER	15	SPECIAL
504	Shell Smash	0	0	NORMAL	15	STATUS
505	Heal Pulse	0	0	PSYCHIC	10	STATUS
506	Hex	0	100	GHOST	10	SPECIAL
507	Sky Drop	60	100	FLYING	10	PHYSICAL
508	Shift Gear	0	0	STEEL	10	STATUS
509	Circle Throw	60	90	FIGHTING	10	PHYSICAL
510	Incinerate	0	100	FIRE	15	SPECIAL
511	Quash	0	100	DARK	15	STATUS
512	Acrobatics	55	100	FLYING	15	PHYSICAL
513	Reflect Type	0	0	NORMAL	15	STATUS
514	Retaliate	70	100	NORMAL	5	PHYSICAL
515	Final Gambit	0	100	FIGHTING	5	SPECIAL
516	Bestow	0	0	NORMAL	15	STATUS
517	Inferno	100	50	FIRE	5	SPECIAL
518	Water Pledge	0	100	WATER	10	SPECIAL
519	Fire Pledge	0	100	FIRE	10	SPECIAL
520	Grass Pledge	0	100	GRASS	10	SPECIAL
521	Volt Switch	70	100	ELECTRIC	20	SPECIAL
522	Struggle Bug	0	100	BUG	20	SPECIAL
523	Bulldoze	60	100	GROUND	20	PHYSICAL
524	Frost Breath	0	90	ICE	10	SPECIAL
525	Dragon Tail	60	90	DRAGON	10	PHYSICAL
526	Work Up	0	0	NORMAL	30	STATUS
527	Electroweb	55	95	ELECTRIC	15	SPECIAL
